,rating,review,SentimantValue,predectedValue
741,4,"جيد جداً أعجبني تعاون طاقم العمل والاستقبال وتفهمهم لظروف التأخير  واعجبني حرصهم على رضى النزلاء وتوفيرلهم  جو من الراحة لهم وتوفير مواصلات من والى الحرم بكل سهولة ويسر مدير المطعم شخص متعاون وحريص على التطوير ومهتم برأي الزبون  وقد قدرت له هذا الاهتمامالرجاء توفير مكواة للملابس , وتوفير رحلات سياحية فهذا سيضفى المزيد من التقدم للفندق ",1,1
742,4,جيد لايوجد لايوجد,1,1
743,1,تجربتي الفاشله في اختيار فندق اكاسيا لم يعجبني شي قط  1  تاخير الطلب 2  عدم توفر خدمه الواي فاي مجانا 3  جميع الفنادق توفر slippers &amp; pillow في الدولاب اما فندق اكاسيا بالطلب + charge 4  ازعاج ازعاج ازعاج في الليل 5  خدمات الغرفه مثل طلب الماء او السكر لازم الشخص يتصل 3 مرات او اكثر ليقول لهم اين الطلب ؟,0,0
744,1,ضعيف جداً الفندق تعبان جدا كل شي,0,0
745,2,لا انصح لا شيء الغرف غير نظيفه والمسبح وسخ وعمل لي حساسيه,0,0
746,1,ما انصح فيه أبد ولا يصلح للعايله  فندق ما يستاهل 4نجوم انا بعطيه نجمتين  الانترنت حق شخص واحد بس ونحن حاجزين غرفتين والفوط  لشخص  واحد والإضاءة خافته واخترنا  غرفه لغير المدخنين والاسره  ريحتها زقاره,0,0
747,4,جيد جداً كل شي ما عدا موظفين الاستقبال ولكن كان مدير الفندق تعامله جميل جدا موظف الاستقبال,1,1
748,4,جيد الاكل لابأس فيه المرقص,1,1
749,2,المرة الاولى والاخيرة ! لم يعجبني شيء وخاصة الموقع الموقع و الترفيه و قلة اختيارات الترفيه وعدم وجود الأشجار والمسطحات الخضراء وقلة المصاعد وجناح سبا النسائي معطل ,0,0
750,1,لا انصح احد بزيارته خدمات سيئة جدا التعامل بشكل عام الاثاث قديم الاتصال بالانترنت تعيس جدا جدا ولشخص واحد فقط ومن يريد يجب دفع 50 درهم,0,0
751,5,اكاسيا وابراهيم وبس موظف الاستقبال ابراهيم شخص يستحق التقدير لانه فعلا مثال لكل موظف متفاني في عمله ويستحق كل الشكر والتقدير فندق رائع واسعار ممتازه بالنسبه لباقي الفنادق,1,1
752,2,عدم توفر المصداقيه  عدم وجود خدمة الوايرلسوطلب مبلغ مالي مع العلم ان الخدمة مجانيه في البوكانق,0,0
753,4,جيد تامين مواصلات الى الشاطئ بالاضافه لمنح بطاقات دخول مجانية الى المنتجع الخاص بهم ايضا مساحة الغرف الزوجية صغيرة جدا,1,1
754,5,فندق جيد اعجبني الفندق والطعام والراحه,1,1
755,1,تعيس لا شيء غرف ضيقه,0,0
756,4,جيد الراحه عند النوم التاخير من قبل الموظفين النظافه,1,1
757,2,"جيد القرب من الحمرا مول والذي يتوفر به كل شيء والهدوء البعد الكبير عن جميع الدوائر والمؤسسات الحكومية وعن مركز المدينة، كما أنه لا يوجد أي مكان للتنزه بالقرب من الفندق إلا عن طريق الذهاب إليه بواسطة التكسي",1,1
758,4,جزيل الشكر للأستاذ/ كريم صليب كل شئوأشكر الأستاذ/ كريم صليب جزيل الشكر على حسن المعاملة والضيافة لا شئ,1,1
759,2,Good  الحوض صغير ولا يوجد مكان خاص للاطفال,1,1
760,4,جيد الموقع كلما احجز اصادف مشاكل في الحجز من قبل الفندق واحيانا ادفع زياده  اما لما ياتي الروسي او الاوروبي  تعال وشوف المعامله كيف الاحترام وياخذ مزايا بدون مقابل  وشفت اشياء كثيره لم تعجبني,1,1
761,4,الراحة والإستجمام سرعة انهاء الإجراءات من موظفي الإستقبال وخاصة الإستاذ نادر في تلبية أي طلب واولجا وميريحتي عمال حمل الحقائبكل شئ جميل ومريح عدم وجود خدمة الواي فاي مجانية وهذا شئ ضروري,1,1
762,2,لا يستحق ال4 نجوم  أداء الموظفين ضعيف رغم حسن المعاملة قلة الخدمات المقدمةضعف بتل صيانة التأخير بتسجيل الدخول 3 ساعات بسبب تنظيف الغرفة خدمات الترفيه المقدمة ( البلياردو ) داخل الملهى الليلي مما لا يسمح لأقل من 21 سنة التواجد بداخل وأيضا العائلات التي ترفض دخول مثل هذه الأماكن,0,0
763,2,سيئة جداً  سيئة جداً بسبب دخول ماء الأمطار داخل الغرفة مما ادى الى اتلاف بعض الممتلكات الخاصة و الحمام كان سيئ جداً,0,0
764,2,جيد جدا  عدم وجود لوحات ارشادية كافية وواضحة,1,1
765,4,رااااائع كل شيء رائع ,1,1
766,2,راحة تامة تعامل الموظفين وهم الأخت نجوى وحامل الحقائب ناصر بعد من الغرفة من المصعد,1,1
767,5,مريح جدا موقع متميز بعيد عن الزحمة سهل الوصولي له والباقي الأماكن ,1,1
768,4,جيد جداً رائع جدا في النظافة ا?ثاث والسعة ,1,1
769,5,الفندق جميل وأنصح به الموقع رائع والنظافة جداً ممتازة الواي فاي سريع جداً مواقف السيارات ممتازة وواسعة أنصح به استخدام المصعد لابد من الكرت وهذا أمر ازعجنا كثيراً  كذلك خصم مبلغ من الفيزا للتأمين,1,1
770,5,رائع نظافه وراحه منتازة لابعد الحدود والطاقم جدا متعاون والشقة 3 غرف و3 حمامات والغرف كبيرة والفرش فوق الممتار والمطبخ على اعلى مستوى من المعدات ولم ينقصه شي موقع الشقق بين المطار والسنتر ولا يوجد قربها اي من المحلات الضرورية للسائح مثل البقالات والمطاعم ومحلات الخدمات الأخرى والنت ل3 اجهزة فقط للشقه,1,1
771,4,ممتاز الشقه فسيحه وممتازه ونظيفه جدا الموقع رائع علما بانه ليس بوسط المدينه بل في بداية ابوظبي يوجد مواقف فسيحه غالي جداً والمستخدمين يحتاجوا الى تدريب,1,1
772,2,ممتاز نظافة الشقق السكنية في كل مكان بعض القنوات التلفزيونية الرياضية غير متوفرة في الشقق السكنية,1,1
773,5,رائع انصح جدا به وطاقم العمل ودود جدا ومتعاون و يوجد به حمام سباحه رائع للكبار والاطفال مشترك مع فندق نوفتيل الذي يقع بجانبه لاحظت وجود روائح كريهه بالحمامات,1,1
774,5,التقييم في كلمة واحدة : رائع جديد ونظيف والاستقبال عرب بحق من افضل الشقق السكنية التي نزلنا بها ,1,1
775,5,"رائع جدا جدا جدا يعتبر هذا الفندق من أفضل الفنادق التي أقمت بها من حيث الاستقبال , النظافه , الهدوء ووفرة مواقف السيارات زيادة الاحترازات الامنية خاصة في المصعد الكهربائي مما يصعب التعامل معه",1,1
776,5,كلمة رائعه قليله طبعاً الشقق جديده لم تكمل الشهر منذ افتتاحها وهي فخمه جداً واسعه مريحه جميع المرافق والخدمات التي يحتاجها الشخص متوفره وباعلى خامات وموقعها استراتيجي في وسط ابوظبي في المنطقه الدبلوماسيه الهادئة والسعر معقول جداً مقابل ما تجده فيها وهي بادارة فندق النوفيتيل التابعه له وملاصقه لهملاحظه: الشقق ذات الثلاث غرف يوجد بها غرفه اضافيه للخادمه بحمام خاص وهذا شيء ممتاز ونادر تجده في الفنادق لاشيء,1,1
777,2,جيد النظافة انتظار ساعتين تقريبا لأستلام الغرف,1,1
778,2,سأقيم فيه مرة اخرى مكان الفندق ممتاز حجم الشقه يصلح للعوائلالمكان نظيف رائحه التدخين فالاستقبالعدم معرفه موظفه الاستقبال التعامل و طلبت منها أن تنادي المسؤله عنها والحمدالله انحل الموضوع,1,1
779,5,سكن عائلي ممتاز  يرجى توفير مستلزمات الحمام مثل الصابون أقراص مع السائل و فرشاة الأسنان ولوازمه توفير سلة زباله بالصالة بدل استخدام سلة المطبخ وتوفير لوحات إرشادية لكيفية استخدام الفرن وغسالة الصحون وجهاز عمل ألقوه,1,1
780,2,فندق جميل فندق جميل ورائع وينفع للعوائل كثير ,1,1
781,5,استثنائي كل شي اعجبني الاستقبال المعامله الهدوء النظافه الخدمات الاستجابة السريعه ,1,1
782,5,جيد اعجبني نظافة الفندق وترتيبه ضيق مساحة الحمام وارتفاع مستوى الصعود لحوض الاستحمام,1,1
783,4,مخيب للأمل لم نعرف النوم بسبب البعوض والمواقف بالرغم انها تحت الفندق الا انها بعيده عن المصعد والمسبح مسافه بعيده عن الاقامه ماذكر اعلاه,0,0
784,2,شقق فندقية جميله الغرفه الطاقم المسبح تقريبا لا يوجد لوبي,1,1
785,4,الفندق رائع وهادي وانصح الجميع بزيارته اعجبني نظافة الفندق وموقعه الاستراتيجي ,1,1
786,1,استثنائي كل شي تمام واهم الشي النظافه والهدوء ,1,1
787,4,ممتاز روعة الشقق وفخامتهاأعجبني التسجيل السريع والخروج السريع ,1,1
788,4,رائع Its good  جيدة الشقة جميله و وسيعه مطله ع ? اماكن برج العرب و اتلانتس و فندق ارماني راحه الكنب و وسع الشقهتوحد شطافاتالمطبخ ادمان للي يحبونه لانه وسيييع جداًيوصلون مطاعم و بقاله جمبه حلاق و خياطجمبه مسجدقريب منه محل ماركات مخفضه بتخلص فلوسكم هناكتطلع من بوابة الفندق تروح يمين ع الشارع تعدي الكوبري تقطعه بعدين يمين بعدين يسار يجي ع اليسار لوحته صفرا ولكن أعابها الدخول فلم يكون موافق على دخولنا قبل الساعه ? و انتظرنا حتى الثانيه و النصف و ادخلونا بحجة الغرفة لم تكنجاهزه وهو بالفعل فلقد رأينا اثار التمسيح ع البلاط لم يجف بعد ولكن غاطتهم لم يتم تجهيز الغرفه من وقت ميكر,1,1
789,5,جيد جدا جيد جدا لكن السعر شوي عالي السعر,1,1
790,4,استثنائي الافطار جيد والمستوى فوق المتوقع لا يوجد,1,1
791,4,جيد شقق واسعه ونظيفه ومطل جميل مدخل الشقق صعب,1,1
792,4,جيد تصميم نضام غرفه واحده افضل من غرفتين لايوجد مرونه بوقت الخروج,1,1
793,4,جيد جداً موقع الفندق ممتاز بالاضافة الا ان الفندق هادئ جدا و الشقة التي اخذناها وسيعة و حديثة الاثاث  باختصار الفندق رائع باستثناء تعامل موظفة الاستقبال موظفة الاستقبال كان استقبالها سيء من حيث التعامل و تسجيل البيانات استغرق قرابة الساعة حيث تم الوصول الى الفندق الساعة ?? ليلا و تم دخول الشقة الساعة ???? بعد منتصف الليل  للمعلومية طلب منا دفع مبلغ ??? درهم للحصول على بطاقة دخول المواقف للسيارة و اعتبارها كتأمين على الكرت يتم الاسترجاع بعد الخروج ,1,1
794,1,المكان المناسب للعائله الموقع والهدوء الامانه في تنظيف الغرف,1,1
795,4,جيد جداً غاية النظافة والهدوء وحسن التعامل ,1,1
796,2,فندق ممتاز تم التعاون معي في تغيير الحجز وبدون رسوم وكان الدور الأكبر لموظفي خدمة العملاء في بويكينغ ,1,1
797,5,رائع تعامل الطاقم وقربه من مول الامارات لاشي,1,1
798,2,فندق عائلي من الدرجه الاولى توفير أسره صغيره للأطفال لايوجد,1,1
799,5,رائع موقعه مثالي الافطار غالي,1,1
800,1,"فندق هادىء وعائلي ويتميز بصالة رياضية جيده هذ الفندق هو نفسه فندق نوفتيل البرشا وللمشاهد للفندق من الخارج يعرف بانه مقسم ثلاث اقسام من اليمين لليسار اول فندق نوفتيل البرشا والثاني أداجيو بريميوم وقد سبق لي السكن في نوفتيل وهذه المرة في أداجيو وهو ممتاز وتستطيع الدخول له من بوابة نوفتيل من امام الفندق والمرور من يسار الرسيبشن للمرور لاداجيو واما مدخله الاساسي فهو في الخلف بالضبط وتوجد لوحات إرشادية بخصوص الصالة الرياضية فهي مشتركة لكِلا الفندقين ولكن المسابح مختلفه بين كل برجين مسبح الاول لنوفتيل والاخر لاداجيو النظافة ممتازة وهم متعاونون لخدمتك ، بصفه عامه فهو فندق هادي عائلي   طلبت تغيير الدور لكونهم انزلونا في الطابق ?? ولدي بعض الاشخاص يتخوفون من الاماكن المرتفعه ولكن بدون جدوى مع اخباري بانهم سيلبون رغباتي في اقرب وقت ومضت ال ? أيام بدون تغيير ولا اعتذار ، نظام التلفاز وطريقة القنوات غير جيدة ، الانترنت سيء وبطيء ولكنه ينجز اعملك ولا يقطع ، طلب مني توقيع الاوراق مرة أخرى وأنا أعلم بان بعض الفنادق يدعي فقدان الاوراق الموقع عليها في تسجيل الدخول لإمكانية أخذ مبلغ آخر في حين ذهاب لبلادك ، ولكني رفضت ذلك واخبرت الموظفة باني سبق ان وقعت وانهيت جميع الاوراق ولن اكرر ذلك فبحثت ثم أظهرتها واعتذرت !!!",1,1
801,4,جيد جداً الفندق جميل جدا لاكن النوافذ لا تفتح ولما سالت الفندق قالو لاسباب امنية كلام فاضي ,1,1
802,4,جيد الشقه واسعه ,1,1
803,4,الراحة والاستجمام  الموقع والاستقبال ومعاملتهم الطيبه  كل شئ جميل ,1,1
804,2,نظيف رائع وممتع خاص للعائلة الكبيرة الطاقم جدا ممتاز ومتعاون والشقة جدا رائعه ومتكاملة الحمدلله لاشئ,1,1
805,4,افضل فندق في البرشاء نظافة الشقة والتصميم وتجهيزات المطبخ وغرفة الغسيل وتوفر المواقف  وقربه من البقالات والخدمات والمترو والإمارات مول المخدات غير مريحة والإنترنت شبه سيّء,1,1
806,4,عبدالرحمن و اسرته كل مافي الفندق جميل لا شي,1,1
807,1,تجربه جيده جيده الى حد ما عرفة الجلوس كبيره  ممتازه للعوائل لعدم وجود برات ومراقص وخلافه ?- صغر حجم السرير الزوجي ?- عمال التنظيف لايقومو بعملهم على اكمل وجه تنظيف اي كلام حتى اني طلبت منهم مكنسه لكي اقوم بالتنظيف بدل عنهم,1,1
808,4,ممتعه الراحه والرحابه وحسن التنسيق في الاثاث الواي فاي لا يعمل جيدا والتلفزيون اشاره متقطعه,1,1
809,4,المزقع ممتاز جدا والمواقف متوفرة الموقع والتصميم الجيد للشقق وطاقم العمل رائع لاشيء,1,1
810,2,استثنائي كل شي جميل واي فاي بطيى,1,1
811,5,فندق عائلي فندق ممتاز جدا عائلي والغرف كبيرة ومتسعة اخذت غرفة تحتوي ع 3غرف نوم و صالة ومطبخ وفي غسالة ملابس متكامل وقريب من المترو 5دقايق للوصول للمحطة موقعة خلف فندق النوفتيل بحسب الفندق جديد العيب لسى مافتح البوفية فقط,1,1
812,5,سيئ للغايه لاشي السيرفس تعبان والغرف ضيقه جدا وازعااج وعدم تعاون الموظفين,0,0
813,1,جيدة تعامل موظف الاستقبال كان جيد  النظافة  كانت ممتازة  الفطور  منوع الازعاج,1,1
814,2,ضعيف  الفندق قديم (دورات المياه سيئه-مراتب السرير سيئه),0,0
815,2,جيد الموقع في شارع ملي بمحلات اجهزة الكمبيوتروقريب من دبي مول بعيد عن القريه العالميةتسجيل الدخول تاخروا في تسليمنا الغرفة الى الساعه ?الغرفة صغييره جدا بكل معنى الكلمهطلبت منهم توفير فراش للنوم للطفل اثناء الحجز ولم يلبى الطلب البوفيه محدودة الخيارات,1,1
816,1,جيد قريب من محطة الباصات و علئ بعد محطة واحدة فقط من الغبيبة واللي تتمركز بها جميع الباصاتالمكان نظيف و مريح بعد الاماكن السياحية و محطة مترو الفهيدي تبعد مسافة سبع دقائق تقريبا مشيا علئ الاقدام,1,1
817,1,ضعيف جداً خايس جداً جميعه,0,0
818,2,فندق ضعيف المستوى الكادر متعاون ووجود خدمة إنترنت رغم أمها ليست قوية عدم النظافة ووجود حشرات صغيرة في الغرفة والمطبخ الموقع مزدحم والأقطار غير مشجع,0,0
819,1,ضعيف انصح العزابي اللي عنده شغل ابو يومين وبيمشي بعدها لبلده وغير كذا ما انصح لرائحه والاثاث وضيق الغرفه,0,0
820,2,جيد الانترنت جيد نظافه الغرفه ممتازه كثره الأجانب وقربه من سوق الهنود,1,1
821,4,جيد  الضمان المفروض ان ما ينسحب من بطاقة البنك  وفترة الاسترجاع تستغرق ?? ايام كثيره  انا احجز بشكل مستمر بالبطاقة في فنادق كثيره وما اخذو من بطاقة البنك استغربة لما حجزت من هذا الفندق  كل شيء زين ما عدا هذا ,1,1
822,1,رائع الخدمة ممتازة لا يوجد هدوء كافي بمعنى الي بجانبك تسمعه واضح جدا,1,1
823,2,الموقع سئ جدا  الموقعالنظافة رديئة,0,0
824,5,لا ارشحه للذي يرغب في استخدام الانترنت WIFI الموقع عدم تفعيل خدمة الانترنتالبطء في انهاء اجراءات التسجيل و الدخول عدم توفر الطاقم في الاستقبال ,0,0
825,1,جيد الخدمةالنظافهحسن التعاملتوفر ا?نترنت مجانا عدم وجود مواقف للسيارات,1,1
826,4,ضعيف  رائحة الغرفة ليست طيبه والغرفة جدا صغيرة لا تأخذ راحتك حتى فالصلاة وأيضا إزعاج عند باب الغرفة لا نستطيع النوم,0,0
827,2,ضعيف  موقع الفندق وديكوراته قديمةالحمام قديم,0,0
828,2,ضعيف لا الموقع بعيد عن الحرم والمبلغ غالي مقابل بعده عن الحرم,0,0
829,2,ممتاز فندق جديد ونظيف وموقعه قريب من الخدمات بوفيه الإفطار,1,1
830,1,روعه الفندق قمة في الروعه بس يوجد ثلاث ملاحظات العوازل ضعيفه-لا يوجد مواقف-النت ضعيف ,1,1
831,2,فندق ممتاز الفندق رائع اجمالاموقعه متوفر فيه جميع الخدماتنظيفجديد البوفيه نوعا ما يحتاج اعادة نظر,1,1
832,4,اروع عمره رمضانيه السرير مريحالفطور جيد لاشي يذكر,1,1
833,4,ضعيف  نضافة الغرفه ودورة المياه سيئة,0,0
834,1,سيء جداً لايصلح للاقامه لاشيء طاقم عمل سيء بطيء جداً في الخدمه مما يؤدي الى تكدس العملاء اكثر من ساعه عشان بس نسجل دخول او خروج !!وداخل الغرف وسخ وكان الفندق معاد ترميمه وليس كما يقال صار له سنه لسى جديد! لن اعيد تجربة السكن فيه ابداً ابداً ابداً,0,0
835,2,فندق لا انصح الاقامة فيه للأسف لم يعجبني شيء كل شيء سيء فيه من ناحية النظافة فهي اسوء من السيء الخدمات جدا سيئه الغرف جدا جدا سيئه ازعاج و لا يوجد عازل في الغرف لدرجة انك تسمع كل من حولك ومايدور بالغرف,0,0
836,1,من افضل الفنادق متوسطة السعر فندق جميل ومريح ينفع في جميع المواسم عدم خبرة الاستقبال والتاخر في الطلبات,1,1
837,2,ممتاز الفندق جيد والأسرة مريحة ,1,1
838,5,فندق فخم بالتوفيق لايوجد,1,1
839,2,جيد ولكن انتبه  ان  كاامل الفندق  بدون عزل لصوت   ,1,1
840,4,"شكراً لكم  حسن الاستقبال، تعامل الموظفين والعاملين كان رائعاً، المطعم كان نظيفاً ومنوعاً ، حسن اخلاق جميع الموظفين من استقبال الى حارس الامن في بوابة الفندق، جزاكم الله خيراً على حسن استقبالكم ، قريب من الخدمات مطاعم و اسواق  لاشي",1,1
841,2,مخيب للأمل النقل كان جيد نوعا ما المصلى ممتاز والكفي شوب ممتاز كثرة قفل بطاقات الدخول المفتاح للغرف وكان بشكل يومي مما سبب لي ازعاج ,0,0
842,2,"لا أنصح به  سيء جدا ولا يوجد تنظيم ابدا , حجزت وكان الافطار مضاف ولم اتمكن من ايجاد مكان ,,, طاقم الاستقبال لم يكن جيد أبدا وبدون أي ترتيب , وتم الغاء حجزي بشكل مفاجي ؟؟؟",0,0
843,1,شكرآ لكم نعم معاملة الاستقبال,1,1
844,4,جيد  النقل في العوده من الحرم سيء,1,1
845,4,ضعيف جداً  تم اسلام الغرفة غير نظيفةازعاج بالصباح بسبب التنظيف عدم اختيار الوقت المناسب للتنظيف تم الخروج من الفندق للازعاج,0,0
846,2,ضعيف جداً لا شي ‏طاقم العمل سيئة ,0,0
847,2,جيد الاطلاله البانوراميه الموقع لا يوجد مواقف للسياره كافي,1,1
848,4,استثنائي الافطار لذيذ ,1,1
849,1,جيد موقع الفندق والراحه تأخر طاقم العمل بالأستقبال وعدم المصداقيه,1,1
850,1,جيد نظافة الفندق وروعة التصميم طاقم الاستقبال سيء المطعم ليس بمستوى الفندق عدم وجود مغسلة ملابس حبث تعتمد على نفسك وتبحث عن مغسلة قريبة الموقع بعيد عن الحرم,1,1
851,4,مريحه جدا الافطار ممتاز والمكان نظيف وجديد والغرف مريحه وموقعه ممتاز حبيييييته خدمه الاستقبال الريسبشن بطيئين جدا نتمنى يكون افضل,1,1
852,2,أبها قرب الخدمات عامل الكفي التأخير في عربة العفش  الاستقبال,0,0
853,2,لن اكرر الزيارة لهذا الفنقدق مرة أخرى??  كان فيه كمية ازعاج ثاني يوم بشكل مزعج ايقظني من نومي  تبا لهم ,0,0
854,2,مخيب للآمال لم يعجبني شيء الموقع سيء للغاية الخدمة سيئة فريق العمل غير ودود,0,0
855,2,ضعيف  المنطقه سيئه,0,0
856,1,ضعيف  مكان الفندق سيء بعيد عن الخدمات,0,0
857,2,مكان ضعيف جدا مكان غير نظيف ولايمكنك النوم بسبب الازعاج وعدم الاحترام كل الفندق,0,0
858,2,ضعيف جداً خدمه سيئه للغايه ,0,0
859,2,ضعيف جداً  عدم توافر مواقف السيارات تابعة للفندق,0,0
860,2,ضعيف جداً لا شيئnothing كل شيئ سيئ بكل ما تعنيه الكلمهeverything,0,0
861,2,ضعيف  التكيف حار ولا يوجد موقف سيارات,0,0
862,1,تجربه سيئة بكل المقاييس لم يعجبني شيئ كل شيئ,0,0
863,1,لا انصح فيه ابدا لم يعجبني شي لايوجد مكان مخصص للمعاقيين و كبار السن للنزول من السياره وركوبها والفلل بعيده,0,0
864,1,اقامة وحظ سيئ في هذا المنتجع الرديئ السيئ لا يوجد شى جيد ابدا كل شي سيئ حتا الفطور تعيس الفندق سيئ جدا جدا جدا ولا يسوا درهم واحد لا نظافه ولا خدمة ولا هدوء مبنى زباله قديم غير صحي وغير آمن ولا يصلح لان يكون منتجع ابدا ابدا ابدا وانصح الجميع واحذرهم من الذهاب لهذا الفندق والمنتجع وحسبي الله عليهمانا اطلب من ادارة البوكينغ تعويضي اذا كان بالامكان,0,0
865,2,من اسوء الفنادق الي زرتها  لايوجد نظافه إطلاقا السرير قديم وقذر,0,0
866,1,مخيب للأمل  لم يكن فندق بالنجوم المستحقهكانت اغلب الاشياء ناقصه بالغرفهمثل حاويه نفايات وبطانيه اضافيه ومخده ومكوىودورة المياه ليست تظيفه تماماوكانت مروحة الشفط متعطله,0,0
867,1,كل شي تعبان لاشي عدا كل شي قديم ومتهالك فيلا غرفتين بها حمام واحد وقديم جدا وغير نظيف ورائحته نتنة ومنتشره الريحة في كل الفيلا بالليل المنظر موحش والفيلات بعيده عن الاستقبال والفندق غير مرتب ما تعرف وين تروح الاستقبال في مكان والمطعم في مكان والفيلا في مكان وأكل المطعم كلمة رديئ وتعبان لا تكفي الوصف حرام هالمكان يظل قديم بدون تحديث وتجديد,0,0
868,2,مكان رائع لقضاء إجازة مع العائلة  الإفطار جدا رائع  وموظفة المطعم مبتسمة وتقدم لنا الخدمة بصدر رحب الفيلا جدا رائعة  لا يوجد ,1,1
869,1,لم تكن بالممتعه  الاستقبال كان سيئ والمبنى كان قديم وليس بنظيف,0,0
870,2,سيئة جدا  معاملة سيئة جدا من العاملين في المنتجع و لا مبالاه بالزبائن والفندق قديم لا توجد صيانة ولا نظافه فيه,0,0
871,2,جيد  القناة المائيه لانها ليست مرتبه,1,1
872,1,أسوأ مكان قضيت فيه الإجازة حسن تعامل الأخ رامي مع المشكلة عدم التنسيق في الحجوزات والفوضى تغيير الثلاجات تعمل بالمروحة بدل الكمبريسور وصغر حجمها بعد ان كانت كبيرة أخذ مبلغ عشرة دراهم لدخول حديقة العائلة لكل شخص,0,0
873,2,ضعيف  الفيلا كانت قذرة للغاية وغير منظفة انارة البلكون كانت معطلة,0,0
874,2,إقامة سيئة  يحتاج المكان للتجديد والاهتمام بالمرافق وتبديل الأثاث المهتريوتخفيض الأسعار لأن المكان لا يستحق فعلاكانت تجربة سيئة ونادم على المبلغ المدفوع,0,0
875,2,"جيد قريب من جبل حفيت، هدوء، واي فاي مجانا ",1,1
876,4,رحلتي مع العائله تعامل الموظفين راقي جدا واخص بالذكر شخص اعتقد ان اسمه وسيم او نسيم اشياء كثيره منها الحديقه التي من المفترض ان تكون مكان للاطفال ولكنها مهمله كما هو الحال مع البركه المائيه التي اصيح لونها اخضر لان الماء فيها لايتحرك,1,1
877,1,مكان رائع يمكن ان يصبح اروع المكان جميل والخدمة جيدة والقيمة رائعة الشاليه مخدوم بصورة جيدة المرافق المحيطة يمكن ان تخدم بصورة افضل كالزوارق وحديقة الاطفال والنهر كلهم يحتاجون الى رعاية وتجديد المطاعم فقيرة وغير متوفرة بصورة ملائمة المطبخ يفتقد كل ادوات الطبخ,1,1
878,1,جيد جداً موقع الشاليه ,1,1
879,1,ازعاج الماره امام الغرف السعر وجود عطل في التكييف وصوته المزعج,0,0
880,2,رائع ممتاز الطاقم معاملته جيدة الاثاث قديم بس سيتم التجديد لانه مكان روووووعه,1,1
881,4,جيد موقع الفلل من ناحية المكان جميل وهاديه بس تحتاج الفلل مزيد من التعديلات من الخارج والداخل لم يعجبني المنظر الخارجي لفيلا وخاصة من جهة الخلف الجزء الخاص لنزيل لا توجد حديقة ولا يوجد منظر جميل  لم يعجبني الحمام قديم جدالم يعجبني صوت المكيف مزعج,1,1
882,2,مكان جميل وسيع البعد,1,1
883,1,ممتاز النظافة في المكان سوءا الفلا او المحيط بها والهدوء التام لا ازعاج ولا ضوضاء لا يوجد شيء لم يعجبني,1,1
884,5,جيد جداً الفلل وسيعه تواجد الواي فاي فالفلل المنتجع قديم جداً و لكنه مجدد الحدائق التي فالمنتجع تحتاج الى صيانه,1,1
885,1,ضعيف  الخدمات سيئتعطل المكيفاتانقطاع الماء فترة الاقامة كلها و عدم اصلاحه,0,0
886,2,جيد هدوء المكان النظافة,1,1
887,1,ضعيف الموقع فقط كل شي ما عدا الموقع,0,0
888,1,جيد نعم لذيذ الاسنصير صغير وبطئ,1,1
889,4,جيد المكان جميل بالنسبة للتكلفة المتواضعة ,1,1
890,2,ضعيف لاشيء كل شيء سيء لدرجة,0,0
891,1,مكان فخم وجميل لقضاء شهر العسل كل شي جميل والديكور رائع السعر مبالغ فيهطلبت تجهيز رومانسي في الغرفة ولم يتم تجهيزة وبعد دخولنا الى الغرفة تم ازعاجنا بالاتصالات والسؤال حول اذا ما رغبنا ذلك  في الفترة المسائية  في حين انها يجب ان تكون مفاجأة  المكيف حار نوعا ما ,1,1
892,4,رحلة العمر النظافة وحس الاستقبال الاماكن الجميلة المتوفرة بوفيه الافطار كان مرضي ( لكنه غير متنوع ),1,1
893,5,جيد كل شي جميل أنتم بحاجة لشاليهات,1,1
894,2,"من أروع الفنادق اللي زرتها كانت اقامتي مريحه وطاقم العمل جداً متعاون والخدمة سريعة والجو هاديء والغرفه أكثر من رائعه، وبمناسبة يوم ميلاد زوجي تم تغيير الغرفة الى موقع افضل دون طلب و دون اي زياده في المبلغ?? ",1,1
895,5,جيد جداً الاستقبال والمعاملة كان فوق المتوقع ممتازينوالفندق نظيف ورائع مجرد اقتراح توفير مكان لألعاب الاطفال والرسم لأن الاطفال كانوا يحسون بالملل لان الجو بارد في الشتاء ولا يمكنهم استخدام المسبح,1,1
896,2,شكرا الفندق جميل وموقعه جميل جدا والخدمات جدا ممتازة الأسعار,1,1
897,5,رحله ممتعه الموقع المتميز على الخليج العربي فضلا عن توافر صالة للاسكواش وصاله للجيمانيزيوم ,1,1
898,4,جيد جداً فندق هادىء جداً وجميل الشاطئ صغير جداً,1,1
899,4,غير جيد وغالي  الغرف ضيقة والمصاعد قديمه واثاث المنتجع قديم,0,0
900,1,للراحة والاسترخاء والاستمتاع سراي عجمان هو المفتاح شكرًا على لطافتكم بالفعل استمتعت بكل دقيقة  بالتأكيد لن تكون الزيارة الاولى  وسوف اعتمدها كمكان  لراحتي ووقت للاسترخاء  شكرًا جدا على التعامل الراقي من قبل جميع الموظفين وشكراً على الخدمات المنفردة عن غيرهالي عودة فالقريب العاجل تحياتي ,1,1
901,5,كانت اجازه جدا جميله ماشالله كل شي فيه حلو وخصوصي انو عائلي ممتاز ,1,1
902,5,استثنائي كل شي ممتاز من خدمة ونظافة وطعام ,1,1
